classification_id,university_id,source_url,link_url,link_text,link_type_hint,classified_type,classification_confidence,requires_human_attention,blocking_status,classification_reason,observed_at_utc,classified_at_utc
it-unibo-cls-00001,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/lavora-con-noi?#content,vai al contenuto della pagina,competition_listing,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00002,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/lavora-con-noi?#u-mainmenu,vai al menu di navigazione,competition_listing,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00003,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/lavora-con-noi/lavora-con-noi/@@multilingual-selector/84ee5112addb44a497eab83024818154/it,it,competition_listing,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00004,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/lavora-con-noi/lavora-con-noi/@@multilingual-selector/84ee5112addb44a497eab83024818154/en,en,competition_listing,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00005,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://almaesami.unibo.it/almaesami/studenti/home.htm,AlmaEsami,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00006,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://almarm.unibo.it/almarm/welcomeStudenti.htm,AlmaRM - Mobilità internazionale,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00007,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://studenti.unibo.it,Autocertificazioni e certificati,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00008,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://centri.unibo.it/cla/it/corsi,Corsi di lingua,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00009,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://eol.unibo.it,EOL - Esami online,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00010,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://jobplacement.unibo.it/it/studenti-e-laureati/offerte-di-lavoro,Offerte di lavoro,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00011,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://sba.unibo.it/it,Servizi bibliotecari,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00012,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/speis,SPEIS - Prenotazione spazi studenti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00013,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://sportelli.unibo.it,Sportelli Virtuali - Uffici online,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00014,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://tirocini.unibo.it/tirocini/,Tirocini Online - Elenco offerte,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00015,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/servizi-e-opportunita/servizi-online/guida-servizi-online-studenti/ams-tesi-online,Tesi Online - Archivio,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00016,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://book.unibo.it/,UnibooK - Open knowledge,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00017,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://virtuale.unibo.it,Virtuale - Materiali didattici,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00018,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://almaesami.unibo.it/almaesami/welcome.htm,AlmaEsami,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00019,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://almaregistri.unibo.it/almaregistri/welcome.htm,AlmaRegistri,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00020,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://almarm.unibo.it/almarm/personale/home.htm,AlmaRM - Mobilità internazionale,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00021,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://cedolini.unibo.it/,Cedolini web,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00022,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/concilium,Concilium,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00023,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://incarichiextraistituzionali.unibo.it/incarichiextraistituzionali/init.do,Incarichi extraistituzionali,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00024,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://cris.unibo.it,IRIS - Archivio produzione scientifica,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00025,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://intranet.unibo.it/organiweb,OrganiWeb,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00026,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://personale-unibo.hrgpi.it/,Presenze - EVO,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00027,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://segnalaunevento.unibo.it/,Segnala un evento,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00028,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://intranet.unibo.it/MioPortale/Pagine/TitulusProtocollo.aspx,Titulus,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00029,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://unibo.u-web.cineca.it/apprep/#!/lanciorapido,U-Web Reporting – Contabilità progetti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00030,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://virtuale.unibo.it/,Virtuale - Materiali didattici,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00031,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://intranet.unibo.it/MioPortale/Pagine/ServiziOnline.aspx,Vedi tutti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00032,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://intranet.unibo.it/,Intranet d'Ateneo,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00033,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://studenti.unibo.it/,Studenti Online,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00034,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://outlook.office.com/unibo.it/,Accedi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00035,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/organizzazione-e-sedi/servizi-di-ateneo/servizi-online/la-mia-e-mail,Guida e informazioni,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00036,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it,,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00037,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo,Ateneo,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00038,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/chi-siamo,Chi siamo,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00039,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/organizzazione-e-sedi,Organizzazione e sedi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unibo-cls-00040,it-unibo,https://www.unibo.it/it/ateneo/lavora-con-noi,https://www.unibo.it/it/ateneo/statuto-norme-strategie-bilanci,"Statuto e norme, strategie e bilanci",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00001,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Corsi,Corsi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00002,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Iscriversi,Iscriversi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00003,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Grant,Grant,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00004,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Contribuzione,Contribuzione,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00005,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Alloggi,Alloggi,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00006,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Borse%20di%20studio,Borse di studio,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00007,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/ricerca-avanzata?query=Master,Master,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00008,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/scuole,Scuole,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00009,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/dipartimenti,Dipartimenti,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00010,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/centri-ateneo,Centri,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00011,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/sostieni-unipd,Sostieni Unipd,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00012,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/area-stampa,Area stampa,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00013,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/lavora-con-noi,Lavora con noi,competition_listing,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00014,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/rubrica,phone,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00015,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/webmail,mail,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00016,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/,,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00017,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.universitaperta-unipd.it/eventi/universita-aperta/universita-aperta-2026,Registrati e partecipa,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00018,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/per-chi-lavora,Scopri di cosa si tratta,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00019,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/servizi/supporto-studio/tutorato/diventare-tutor,Scopri come,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00020,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/alloggi-studenti-internazionali,Scopri di più,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00021,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/orientarsi-iscriversi-titolo-italiano,I nostri servizi di orientamentoAl tuo fianco nella scelta,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00022,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/corsi,Trova il tuo corsoEntra a fare parte della comunità Unipd,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00023,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/corsi/internazionale,Fai esperienza all’esteroUn’opportunità formidabile,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00024,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/corsi/verso-il-lavoro,Dopo la laureaProsegui gli studi o avviati al lavoro,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00025,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/universita-e-citta,Unipd lifePartecipa alla vita del campus,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00026,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/edilizia-contemporanea,Scopri di più,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00027,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/news,Scopri tutte le notizie,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00028,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/news/colloquia-il-simulatore-intelligente-di-unipd-prepararsi-ai-colloqui-di-lavoro,"Studentesse e studentiColloquIA, il simulatore intelligente di Unipd per prepararsi ai colloqui di lavoroL’IA al servizio dell’orientamento: un avatar-recruiter per prepararsi ai colloqui in modo pratico e personalizzato18/05/26",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00029,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/news/obesita-nel-mondo-rallenta-nei-paesi-sviluppati-cresce-nei-paesi-di-sviluppo,"RicercaObesità nel mondo: rallenta nei Paesi sviluppati, cresce nei Paesi in via di sviluppoObesità mondiale: contenimento nei Paesi industrializzati, crescita critica nei Paesi più poveri18/05/26",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00030,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/news/luniversita-di-padova-alla-lion-explorer-2026-di-dragon-boat,"Studentesse e studentiL’Università di Padova al secondo posto nella Lion Explorer 2026 di Dragon BoatUna giornata di sport, inclusione e confronto internazionale tra atenei sulle acque veneziane18/05/26",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00031,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/news/un-dipartimento-ciclosostenibile,Studentesse e studentiUn dipartimento ciclosostenibileIl Dipartimento di Matematica ha inaugurato le nuove strutture dedicate alla mobilità in bicicletta15/05/26,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00032,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/news/innodabio-luniversita-di-padova-trasforma-le-bioplastiche-biometano,"RicercaInnoDABio, l’Università di Padova trasforma le bioplastiche in biometanoPresentati i risultati del progetto con Fondazione Cariverona, ETRA e BTS Biogas14/05/26",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00033,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/news/depressione-e-tempo-sospeso-lo-studio-delle-universita-di-padova-e-pisa,"RicercaDepressione e tempo ""sospeso"": lo studio delle Università di Pisa e PadovaUna ricerca evidenzia come la depressione “scollega” emozioni e orologio interno 13/05/26",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00034,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/news/al-i-corsi-estivi-bressanone-laa-20252026,"Studentesse e studentiAl via i corsi estivi a Bressanone per l’a.a. 2025/2026La Summer School propone 39 corsi condivisi tra le Scuole di Ateneo, organizzati in due turni tra luglio e agosto 202613/05/26",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00035,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/news/coabitazione-intergenerazionale-al-la-quarta-edizione-del-progetto,"Studentesse e studentiCoabitazione intergenerazionale, al via la quarta edizione del progettoStudenti e studentesse in cerca di casa e persone over 65 disponibili a ospitare possono candidarsi online entro giugno13/05/26",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00036,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/events/mostre-dedicate-agli-architetti-mansutti-e-miozzo,Economia e societàMostre dedicate agli architetti Mansutti e MiozzoMostreSedi varie - Padovadal 17 maggio 2026 al 31 luglio 202608:00 - 17:00,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00037,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/events/maggio-al-museo-poleni,Scienza e tecnologiaMaggio al Museo PoleniAttività per tutte le etàMuseo Giovanni Poleni - Padovadal 17 maggio 2026 al 31 maggio 202613:00 - 17:00,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00038,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/events/congresso-di-ottica-e-optometria,Medicina e saluteCongresso di Ottica e OptometriaCongressoPalazzo del Bo - Padova18 maggio 202607:00 - 15:00,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00039,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/events/industria-e-design-del-videogioco-italia,Scienza e tecnologiaIndustria e design del videogioco in ItaliaLezionePalazzo Beldomandi - Padova18 maggio 202608:30 - 10:30,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00040,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/it/events/traces-forty-students-around-world,"Storia e culturaTraces of ""Forty"" - Students from around the worldVisite guidate tematiche a Palazzo del BoPalazzo del Bo - Padova18 maggio 202611:00 - 15:00",unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00041,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/lavora-con-noi,Lavora con noi,competition_listing,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00042,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/selezioni-personale-indeterminato,Per personale pta a tempo indeterminato,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00043,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/selezioni-personale-determinato,Per personale pta a tempo determinato,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00044,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/accoglienza-docenti-ricercatori-internazionali,Scopri di più,unknown,unknown,not_determinable,yes,non_blocking,No deterministic rule matched available metadata.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00045,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/procedure-personale-docente,Reclutamento personale docente,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00046,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/concorsi-personale-tecnico-amministrativo,Personale tecnico amministrativo,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
it-unipd-cls-00047,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/concorsi-selezioni-dirigenti,Dirigenti,competition_listing,competition_listing,low,yes,non_blocking,Generic competition/recruitment listing signal.,2026-05-18T14:08:59Z,2026-08-30T19:54:17Z
