triage_id,university_id,source_url,link_url,link_text,classified_type,triage_status,triage_confidence,keep_for_review,exclude_from_competition_queue,exclusion_reason,positive_signals,negative_signals,requires_human_attention,observed_at_utc,triaged_at_utc
it-unipd-triage-00085,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/procedure-personale-docente,Reclutamento personale docente,competition_listing,possible_competition_source,medium,yes,no,,reclutamento,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipd-triage-00086,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/concorsi-personale-tecnico-amministrativo,Personale tecnico amministrativo,competition_listing,possible_competition_source,medium,yes,no,,concorsi,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipd-triage-00087,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/concorsi-selezioni-dirigenti,Dirigenti,competition_listing,possible_competition_source,medium,yes,no,,concorsi;selezioni,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipd-triage-00088,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/concorsi-selezioni-incarichi,Incarichi,competition_listing,possible_competition_source,medium,yes,no,,concorsi;selezioni,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipd-triage-00089,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/bandi-dipartimenti,Bandi delle strutture di Ateneo,unknown,possible_competition_source,medium,yes,no,,bandi,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipd-triage-00090,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/altre-selezioni,Altre selezioni,unknown,possible_competition_source,medium,yes,no,,selezioni,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipd-triage-00091,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/bandi-gara-contratti,Bandi di gara e contratti,unknown,possible_competition_source,medium,yes,no,,bandi,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipd-triage-00092,it-unipd,https://www.unipd.it/concorsi-selezioni-personale-docente,https://www.unipd.it/albo-on-line,Albo online,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00093,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html#content,Salta al contenuto principale,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00094,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/solo-testo.jsp?solotesto=false,Passa alla visualizzazione normale.,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00095,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/faq,,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,faq,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00096,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/pagamenti.html,,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00097,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it,,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00098,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html#,Ateneo,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00099,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/presentazione/,Presentazione,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00100,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/strutture/,Strutture,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00101,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/strutture/poli-decentrati/,Poli Territoriali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00102,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/OrganiDiGovernoECollegiali/,Organi di governo e collegiali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00103,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/resocontisedutesaecda/,Il Rettorato informa,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00104,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/amministrazione/,Amministrazione,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00105,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/assicurazione-della-qualita-aq/,Assicurazione della Qualità - AQ,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00106,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/prevenzionedellacorruzione/regolamenti-di-ateneo/,Regolamenti,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00107,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/bilanci-di-ateneo/,Bilanci,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00108,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/pianificazione-strategica/,Pianificazione Strategica,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00109,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/privacy,Protezione dati personali,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,/privacy;privacy,no,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00110,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/ateneo/unipacomunica,Unipa Comunica,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00111,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/didattica/offerta-formativa.html,"Lauree, Lauree Magistrali e Ciclo Unico",unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00112,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/strutture/scuoladidottorato/,Scuola di Dottorato,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00113,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/masterecorsidiperfezionamento/,Master e Corsi di perfezionamento,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00114,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/didattica/scuoleDiSpecializzazione.html,Scuole di Specializzazione,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica;pec,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00115,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/scuole/dimedicinaechirurgia/,Scuola di Medicina e Chirurgia,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00116,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/esamidistato/,Esami di Stato,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00117,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/didattica/corsi-specializzazione-sostegno/,Corsi di specializzazione per le attività di sostegno,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica;pec,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00118,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/didattica/cfi/,Centro Formazione Insegnanti,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00119,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/segreterie/,Segreterie studenti,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,studenti,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00120,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/strutture/cimdu/,TLC-CIMDU,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00121,it-unipa,https://www.unipa.it/albo.html,https://offertaformativa.unipa.it/offweb/public/aula/aulaCalendar.seam,Aule e laboratori,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00122,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/dipartimenti/,Dipartimenti,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00123,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/servizi/atencenter/,ATeN Center,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00124,it-unipa,https://www.unipa.it/albo.html,https://iris.unipa.it/,Archivio istituzionale della ricerca - Iris,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00125,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/biblioteche/scopri-i-servizi/supporto-alla-ricerca/,Servizi bibliotecari per la ricerca,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,biblioteca,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00126,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/,Area Ricerca e Innovazione,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00127,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/Fare-ricerca-Bandi--Opportunit-00001/,Fare Ricerca: Bandi e Opportunità,unknown,possible_competition_source,medium,yes,no,,bandi;opportunità,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00128,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/biblioteche/collezioni/progetti-editoriali/,Progetti editoriali,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00129,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearisorseumane/hr-excellence-in-research/,HR Excellence in Research,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00130,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/strutture/centre-of-advanced-studies/,A.S.CENT - Centre of Advanced Studies,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00131,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/progetti/pnrr/,PNRR,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00132,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/terzamissione/,Terza Missione,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00133,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html#content,Salta al contenuto principale,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00134,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html#,Ateneo,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00135,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/Fare-ricerca-Bandi--Opportunit-00001/,Fare Ricerca: Bandi e Opportunità,unknown,possible_competition_source,medium,yes,no,,bandi;opportunità,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00136,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html,ITA,recruitment_page,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00137,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo_fornitori.html,Albo Fornitori,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00138,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html#content,Salta al contenuto principale,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00139,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html#,Ateneo,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00140,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/Fare-ricerca-Bandi--Opportunit-00001/,Fare Ricerca: Bandi e Opportunità,unknown,possible_competition_source,medium,yes,no,,bandi;opportunità,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00141,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html,ITA,recruitment_page,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00142,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo_fornitori.html,Albo Fornitori,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00143,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/Fare-ricerca-Bandi--Opportunit-00001/#content,Salta al contenuto principale,unknown,possible_competition_source,medium,yes,no,,bandi,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00144,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/Fare-ricerca-Bandi--Opportunit-00001/#,Ateneo,unknown,possible_competition_source,medium,yes,no,,bandi,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00145,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/organigramma/arearicerca/Fare-ricerca-Bandi--Opportunit-00001/,Fare Ricerca: Bandi e Opportunità,unknown,possible_competition_source,medium,yes,no,,bandi;opportunità,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00146,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/system/modules/it.unipa.opencms.pdf/pages/documento.pdf?uri=/organigramma/arearicerca/Fare-ricerca-Bandi--Opportunit-00001/,,unknown,possible_competition_source,medium,yes,no,,bandi,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00147,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo.html,Albo Ufficiale,recruitment_page,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipa-triage-00148,it-unipa,https://www.unipa.it/albo.html,https://www.unipa.it/albo_fornitori.html,Albo Fornitori,unknown,possible_competition_source,medium,yes,no,,albo,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00149,it-unipi,https://www.unipi.it/,https://www.unipi.it/#content,Vai al contenuto principale della pagina,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00150,it-unipi,https://www.unipi.it/,https://www.unipi.it/#12046,Vai al menu principale del sito,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00151,it-unipi,https://www.unipi.it/,https://www.unipi.it/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjUyOTYiLCJ0b2dnbGUiOmZhbHNlfQ%3D%3D,Vai alla funzione di ricerca del sito,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00152,it-unipi,https://www.unipi.it/,https://www.unipi.it/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6NTI5NiwidG9nZ2xlIjpmYWxzZX0%3D,,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00153,it-unipi,https://www.unipi.it/,https://www.unipi.it/#elementor-action%3Aaction%3Dpopup%3Aclose%26settings%3DeyJkb19ub3Rfc2hvd19hZ2FpbiI6InllcyJ9,,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00154,it-unipi,https://www.unipi.it/,https://www.unipi.it,,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00155,it-unipi,https://www.unipi.it/,https://www.unipi.it/futuri-studenti/,Future/i studenti,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,studenti,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00156,it-unipi,https://www.unipi.it/,https://www.unipi.it/studenti/,Studenti,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,studenti,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00157,it-unipi,https://www.unipi.it/,https://www.unipi.it/studenti-internazionali/,Studenti Internazionali,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,studenti,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00158,it-unipi,https://www.unipi.it/,https://alumni.unipi.it/,Alumni,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00159,it-unipi,https://www.unipi.it/,https://start.unipi.it/,Personale,unknown,likely_not_relevant,medium,no,yes,Negative navigation/legal/external-domain signal without competition signal.,,external_domain,no,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00160,it-unipi,https://www.unipi.it/,https://www.unipi.it/enti-e-imprese/,Enti e Imprese,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00161,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/,Didattica,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00162,it-unipi,https://www.unipi.it/,https://www.unipi.it/campus-e-servizi/,Campus e Servizi,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,campus,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00163,it-unipi,https://www.unipi.it/,https://www.unipi.it/ricerca/,Ricerca,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00164,it-unipi,https://www.unipi.it/,https://www.unipi.it/innovazione/,Innovazione,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00165,it-unipi,https://www.unipi.it/,https://www.unipi.it/universita-e-societa/,Università e Società,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00166,it-unipi,https://www.unipi.it/,https://www.unipi.it/ateneo/,Ateneo,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00167,it-unipi,https://www.unipi.it/,https://www.unipi.it/unipinews,News,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,news,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00168,it-unipi,https://www.unipi.it/,https://www.unipi.it/#,Ita,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00169,it-unipi,https://www.unipi.it/,https://www.unipi.it/en/,Eng,unknown,unknown_requires_review,not_determinable,yes,no,,,,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00170,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/,I corsi,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00171,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/iscrizioni/,Iscrizioni,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00172,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/segreterie/,Segreterie,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00173,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/studi-e-tirocini-allestero/,Studio e tirocinio all'estero,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00174,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/innovazione-della-didattica/,Innovazione della didattica,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00175,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/lauree-triennali-ciclo-unico/,Lauree triennali e magistrali a ciclo unico,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00176,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/lauree-magistrali/,Lauree magistrali,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00177,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/master/,Master,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00178,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/dottorati/,Dottorati,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00179,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/scuole-di-specializzazione,Scuole di specializzazione,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica;pec,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00180,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/formazione-insegnanti/,Formazione insegnanti,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00181,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/corsi-trasversali/,Corsi Trasversali,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00182,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/summer-schools/,Summer Schools,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00183,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/corsi/formazione-continua/,Formazione continua,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00184,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/iscrizioni/immatricolazioni-e-iscrizioni/,Immatricolazioni e iscrizioni,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00185,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/iscrizioni/orientamento/,Orientamento,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica;orientamento,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00186,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/iscrizioni/tasse/,Tasse,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
it-unipi-triage-00187,it-unipi,https://www.unipi.it/,https://www.unipi.it/didattica/iscrizioni/borse-di-studio-e-altri-sostegni/,Borse di studio e altre forme di sostegno,unknown,generic_institutional_page,low,no,yes,Generic institutional or service-page signal without competition signal.,,didattica,yes,2026-05-18T14:08:59Z,2026-08-22T12:47:06Z
